Yield_obs,DOY_semeadura,DOY_maturacao,ARM_F1,ARM_F2,ARM_F3,ARM_F4,Altitude_F1,Amp_F1,Amp_F2,Amp_F3,Amp_F4,Chuva_F1,Chuva_F2,Chuva_F3,Chuva_F4,DEF_F1,DEF_F2,DEF_F3,DEF_F4,ETR_F1,ETR_F2,ETR_F3,ETR_F4,ETc_F1,ETc_F2,ETc_F3,ETc_F4,EXC_F1,EXC_F2,EXC_F3,EXC_F4,ISNA_F1,ISNA_F2,ISNA_F3,ISNA_F4,Latitude_F1,Longitude_F1,PA_F1,PA_F2,PA_F3,PA_F4,Pefetiva_F1,Pefetiva_F2,Pefetiva_F3,Pefetiva_F4,T_DEF_F1,T_DEF_F2,T_DEF_F3,T_DEF_F4,Tmax_F1,Tmax_F2,Tmax_F3,Tmax_F4,Tmed_F1,Tmed_F2,Tmed_F3,Tmed_F4,Tmin_F1,Tmin_F2,Tmin_F3,Tmin_F4,UR_F1,UR_F2,UR_F3,UR_F4,lat_lon_F1
2845.0,36,135,21.520444444444436,31.991833302698723,26.0209320796584,42.08294158100773,712.0,8.889411764705883,8.718928571428577,10.717878787878785,9.737272727272728,88.12,126.51,90.06,174.17,2.750969826707237,8.019037384555977,35.8548315611161,4.295347351672099,16.972564028295764,67.00759540080286,85.33887015496396,33.82791846727483,19.723533855003,75.02663278535883,121.19370171608006,38.123265818946926,56.45054708281536,49.03101574094286,10.692031068076368,124.28007203137584,0.860523481900814,0.8931174559373154,0.7041526824132078,0.8873300264444464,-25.03,-53.38,8719.965488292528,7321.947345001255,6238.8581042360765,6098.271708711851,4.4677592082540425,1.6862012235298924,0.7431079233059747,4.5686012532913445,78.58711686130015,224.3955775552607,1029.5551906267392,99.6559634200215,28.56705882352941,27.982857142857146,28.71454545454545,23.200909090909093,24.12235294117647,23.623392857142857,23.35560606060606,18.332272727272727,19.677647058823528,19.26392857142857,17.996666666666666,13.463636363636365,79.22176470588235,81.81785714285715,78.4069696969697,84.02227272727272,1336.1014
2845.0,46,145,21.520444444444436,16.28558137334874,33.495412024022265,45.44224973610927,712.0,7.816470588235301,10.235357142857147,9.759393939393942,9.240000000000006,116.49,83.19,200.0,156.22,1.4525339450176449,21.806653763487517,19.238438524590837,3.982159433878904,17.357625778637498,54.33445500102817,81.30104777602378,27.11033852517665,18.810159723655143,76.14110876451568,100.5394863006146,31.09249795905556,82.72628642742403,34.090408070067525,101.4891215733027,117.16282376273634,0.9227792870258844,0.7136020985597971,0.8086479329418136,0.8719253937357222,-25.03,-53.38,8172.842563891488,4661.815125241953,4215.79114501287,4107.80398681488,6.192929869357003,1.092576682292409,1.9892681707363906,5.024363118258293,39.948101214914686,634.5736245174868,511.68999628541286,85.08426652223264,27.502352941176472,29.1,26.597272727272728,21.36636363636364,23.594117647058823,23.982321428571428,21.717575757575755,16.746363636363636,19.68588235294117,18.864642857142854,16.837878787878786,12.126363636363635,84.98411764705882,78.09107142857144,82.15242424242423,84.73681818181818,1336.1014
2845.0,56,155,21.520444444444436,33.89721942092941,40.1685843551131,45.13917237031617,712.0,9.161764705882348,10.390714285714282,9.673636363636364,9.685454545454544,71.71000000000001,96.0,211.86,113.86,1.5271629440760115,18.049494403726165,14.851668097539733,1.476341165916015,18.36405320255649,48.42962835978448,75.11265869242914,24.867558219891755,19.891216146632505,66.47912276351065,89.96432678996887,26.34389938580777,38.64905790855463,35.193596663730546,130.47597637338717,84.02185376490517,0.9232242547253926,0.7284937939398736,0.8349160314152907,0.9439588974929292,-25.03,-53.38,7055.676242653111,4182.18641090614,3836.9804458694257,3793.9747229725062,3.605108881798572,1.4440623764171103,2.3549334226066,4.322063272885855,44.34791356482379,515.4935601704192,367.3267571069986,27.618987893457014,29.03941176470588,28.56,24.733030303030304,18.707727272727272,24.458529411764708,23.364642857142854,19.896212121212123,13.865000000000002,19.87764705882353,18.169285714285717,15.05939393939394,9.022272727272728,80.41588235294117,78.60071428571429,83.04272727272726,83.63272727272728,1336.1014
2845.0,64,163,15.701927417390392,34.580530538086585,47.24,36.124280785025206,712.0,9.136470588235298,10.596428571428568,9.420303030303026,10.713181818181818,70.58,88.3,263.41,27.29,3.171267068739195,11.520291885403129,13.641987409165589,2.550635677470064,14.120368021201037,51.09632239522826,63.29680818012491,24.910397986201705,17.291635089940232,62.61661428063139,76.93879558929049,27.461033663671767,45.59431584079444,18.325074484075543,187.45372235796168,13.495321228773092,0.816601087621601,0.8160186075572184,0.8226903955971925,0.9071180018673406,-25.03,-53.38,6276.672956278226,4544.486410672199,4141.595866827088,4064.659926913315,4.081742393526531,1.4101688667525578,3.4236304062532716,0.9937717689083923,88.48954392512498,331.1384470760357,323.8897186426408,47.98325399247888,27.90352941176471,28.74392857142857,23.74212121212121,18.812272727272727,23.33529411764706,23.445714285714285,19.031969696969696,13.455681818181818,18.76705882352941,18.1475,14.321818181818182,8.09909090909091,80.30352941176471,78.66964285714286,84.49575757575758,81.86227272727272,1336.1014
2845.0,74,173,11.86312088900782,40.70191504031723,36.4154540954866,25.062312611188496,712.0,10.528235294117653,9.718571428571433,9.77575757575758,10.447272727272727,46.17,196.92,161.29,9.49,5.431342086914352,8.420137291337848,9.26428958677828,7.529482595858208,12.003626299634332,45.32175598419498,56.32519150505877,20.8431414842981,17.434968386548686,53.74189327553283,65.58948109183704,28.372624080156307,29.12680836691341,122.7594498644956,109.25126943977187,0.0,0.6884799578355011,0.8433226524386089,0.8587534245955291,0.734621564273137,-25.03,-53.38,5380.8134176968615,4116.23605668563,3825.533933404005,3622.4910911906472,2.648126396123596,3.664180548876422,2.4590833364600804,0.334477345951137,155.4673748772584,225.93333386982286,195.10874605803144,162.05842290749183,28.624117647058824,26.832500000000003,21.060303030303032,21.52318181818182,23.36,21.973214285714285,16.172424242424245,16.299545454545456,18.09588235294117,17.11392857142857,11.284545454545452,11.075909090909091,78.18882352941176,81.52035714285715,83.50666666666666,83.07227272727272,1336.1014
2845.0,84,183,18.044413960952618,47.23999999999997,31.75212087354268,18.655015787218467,712.0,11.105882352941176,9.563214285714286,10.052424242424244,10.893636363636366,51.4,209.07,117.81,2.15,2.3080000276874384,10.71522297277296,6.076059614325312,12.629128208407945,13.655234718948964,37.87568557799256,50.77904906885053,15.247105086324211,15.9632347466364,48.59090855076552,56.85510868317585,27.87623329473216,25.60535132009842,141.99872838296008,82.51883005760678,0.0,0.8554177731318675,0.779480909240909,0.8931308064472439,0.5469571489490117,-25.03,-53.38,5186.866240722268,3471.1616997826195,3285.6815740091283,2987.9706644221696,3.2198987746409258,4.302656736322874,2.072109309587187,0.07712663247104805,68.92638435627268,273.8504842612975,118.7041101016827,273.5009928915401,29.864117647058823,25.557142857142857,19.53636363636364,21.65636363636364,24.31117647058824,20.77553571428572,14.510151515151517,16.209545454545456,18.758235294117647,15.99392857142857,9.483939393939394,10.762727272727274,76.44588235294117,83.73821428571429,83.43363636363637,81.51136363636364,1336.1014
3246.639190313517,36,135,10.905264811667186,23.493228305074663,43.088035324866176,37.35597474382848,712.0,11.839411764705883,10.619285714285716,11.66212121212121,10.393181818181818,47.57,117.56,107.5,89.82000000000001,5.279622594790596,13.206250695592349,49.25504502575775,3.0341572203151643,16.781351869568624,63.95777523589142,62.63719603029905,32.96911059016498,22.060974464359223,77.16402593148376,111.8922410560568,36.003267810480146,24.859207918984,41.0142612707011,25.26799694990944,62.58294999087272,0.7606804448588554,0.828854825338966,0.559799280442676,0.9157255047989852,-25.03,-53.38,8148.636237436458,6056.736579278519,4723.646679094734,4644.030091217002,2.156296408250328,1.5235078597944725,0.9607457942159159,2.494773543135282,163.3484174224712,378.25060251229274,1392.8281929298898,66.65767580557842,30.939411764705884,28.641785714285717,28.277878787878787,21.96909090909091,25.01970588235294,23.332142857142856,22.44681818181818,16.7725,19.1,18.0225,16.615757575757577,11.575909090909091,67.99823529411765,74.96428571428571,72.09787878787878,81.25227272727273,1336.1014
3246.639190313517,46,145,19.445931611988534,11.595188834914287,47.24,24.75160463015607,712.0,10.128235294117648,12.120714285714286,11.031515151515151,11.307727272727272,77.37,60.44,182.79,5.42,1.4117697645446448,24.815884372052626,30.629089609423943,8.079145620009003,18.676116313304448,51.85044251017224,61.73925206117581,27.90839536984393,20.08788607784909,76.66632688222487,92.36834167059976,35.98754098985293,45.15295207470702,16.440300266902014,85.40593677373849,0.0,0.9297203419477073,0.6763131170980072,0.6684027334965895,0.7755015931128219,-25.03,-53.38,8167.572396608552,4201.968321706681,3505.2877170007523,3347.90141537118,3.8515750089461074,0.7883513200371289,1.978924777624116,0.15060767840537442,42.414546443737166,735.5250871559455,799.5677434828591,182.7649632802764,30.043529411764705,29.639285714285712,26.104848484848485,22.62181818181818,24.97941176470588,23.578928571428573,20.58909090909091,16.967954545454546,19.915294117647058,17.518571428571427,15.073333333333334,11.31409090909091,73.68294117647058,71.39785714285715,75.89545454545456,78.64136363636364,1336.1014
3246.639190313517,56,155,21.520444444444436,7.789077999462849,32.90535814295169,47.24,712.0,10.29882352941177,12.982857142857142,9.753939393939392,11.619090909090904,92.94,23.41,180.97,54.82,4.670893974609652,34.3524609327041,6.657517039775261,11.707627487986183,13.916186140394233,37.14136644498159,69.54973364707412,22.58589113047904,18.58708011500388,71.49382737768568,76.20725068684938,34.29351861846523,62.29721226736592,0.0,86.30398620943704,17.899467012472652,0.748702112127918,0.5195045195828191,0.9126393226396224,0.6586052420505415,-25.03,-53.38,6800.965612415942,1899.2157535581543,1816.2573662159848,1692.2452174333391,5.000247452797973,0.3274408555067318,2.374708421691283,1.598552793893898,134.12884185795258,1023.5561109620133,153.7341730248467,269.8554919492233,28.71588235294118,29.795714285714286,23.09181818181818,23.04954545454545,23.56647058823529,23.304285714285715,18.214848484848485,17.240000000000002,18.41705882352941,16.812857142857144,13.337878787878788,11.430454545454545,75.50705882352942,66.88107142857143,82.52,77.53727272727272,1336.1014
3246.639190313517,65,164,15.453342173251418,45.49850459636257,21.35742793880958,47.24,712.0,11.651764705882357,12.328214285714285,10.453030303030303,10.572272727272727,53.21,90.24,104.56,100.53,3.7256701794610727,20.317987029945023,13.880998119457104,6.452663199660375,14.795331640742669,38.06414470738855,61.573219394362766,22.253928968838903,18.52100182020374,58.38213173733357,75.45421751381987,28.70659216849928,27.8404422791848,22.130692869500297,67.12785726319024,52.393498969970665,0.7988407854159969,0.6519827826541609,0.8160341651291431,0.7752201598230423,-25.03,-53.38,6403.919863787668,3060.908307135974,2779.3570310432688,2654.4083451967467,2.872954741679015,1.545678400473587,1.3857409624697155,3.501983077960573,107.56228965173499,590.9994477335258,314.9892918719472,139.11941858467767,28.87058823529412,29.0875,22.69212121212121,21.56,23.04470588235294,22.923392857142854,17.46560606060606,16.273863636363636,17.218823529411765,16.759285714285713,12.239090909090908,10.987727272727271,73.55,69.54964285714286,81.38969696969697,80.165,1336.1014
